transaction_id,is_suspicious,isolation_forest_score,random_forest_score,ensemble_score
TX-002838,0,0.3769680871698396,0.225673723039223,0.03258928619029655
TX-000972,0,0.3024145423698239,0.17247867286491875,0.03182437235299347
TX-000620,0,0.35629895703818604,0.11054000034866733,0.056107804414320304
TX-003297,0,0.398102693861003,0.04161132231026329,0.10574463803415404
TX-002560,0,0.1497275572526135,0.24858040112751748,0.11814000029591062
TX-004404,0,0.313113918662455,0.11761113361673727,0.010336101096564018
TX-004059,0,0.26137034782687,0.10910238912918552,0.09840460936685498
TX-002996,0,0.38099491453118695,0.15894370612069786,0.21672046128367195
TX-004232,0,0.3024484869815673,0.08452676946467534,0.08640406963476224
TX-002362,0,0.2397729424997505,0.06948612552632887,0.13968779009486845
TX-003254,0,0.06451610280071345,0.07123239833862621,0.20935247245551392
TX-000531,0,0.17176182154291392,0.27411358965873556,0.049472971638714204
TX-000368,0,0.13251485781266725,0.17877395587851297,0.13287232111567174
TX-000346,0,0.11329722609208548,0.29518403451166314,0.03155479286557936
TX-004817,0,0.1937743227190643,0.14408722417125522,0.18908185559789795
TX-002329,0,0.22830876053461951,0.044119193532070805,0.17021872527359458
TX-003746,0,0.19778318685668078,0.28206876609234877,0.06995209852281309
TX-001941,0,0.1463363089050509,0.12947893126906757,0.1483417855121321
TX-001101,0,0.29397429427032745,0.047107257065256744,0.07115197234579905
TX-004462,0,0.15540703161816444,0.18102418095931133,0.0872290781911235
TX-000158,0,0.22972962921893625,0.14892857683185817,0.17864732288762555
TX-004551,0,0.33934175277201095,0.06809370254329024,0.19194571804172464
TX-003288,0,0.19087895084306172,0.2446737789034708,0.047711870360631216
TX-002075,0,0.3956381746259992,0.03214326978065929,0.1964046597464436
TX-004778,0,0.18547121827089136,0.18444241596239927,0.06371233500557986
TX-000945,0,0.17330145170222758,0.08934395390355103,0.07972928371911729
TX-002734,0,0.203886443668585,0.2280731209592688,0.21551707859928562
TX-001542,0,0.17152094012111774,0.1816907340973798,0.17176942059351819
TX-002371,0,0.28262204323044626,0.05870671554180405,0.21303997651840048
TX-002728,0,0.3185874085318294,0.059860057625479496,0.014221105387455371
TX-004979,0,0.14711287916723415,0.2787605889191771,0.21801402822179525
TX-004976,0,0.09635263860924566,0.26222684294152515,0.20014371999889843
TX-003057,0,0.27928417785182064,0.18987253340801866,0.06912372169572095
TX-001663,0,0.12348087588419582,0.2886415175830673,0.2415399014502628
TX-004318,0,0.25301908605208057,0.09330213267107713,0.12865494825177745
TX-003987,0,0.2519451300157381,0.06918106922692255,0.047406256955337005
TX-000094,0,0.15992357437735516,0.29617131140461445,0.2474633256366369
TX-001636,0,0.28460226063387944,0.23013577939702665,0.2019718848713189
TX-003267,0,0.22610355189807213,0.04011636769083313,0.10548634415811688
TX-004905,0,0.05078306078284008,0.15097216725141227,0.15737755832113168
TX-004306,0,0.2677527938968175,0.17508957769612438,0.24614348977295086
TX-000433,0,0.16145426320256018,0.11895076751951751,0.1343156438113932
TX-002914,0,0.25427568230557723,0.25861840887846005,0.1623982818878761
TX-004593,0,0.21601093059831977,0.2802737600013155,0.11166303265859498
TX-001884,0,0.29981598756205713,0.12864893588719753,0.23436735917854618
TX-002005,0,0.10270183169249167,0.029092391006515624,0.2272353818538994
TX-003123,0,0.1902683950009108,0.2475382347550673,0.2417667001177868
TX-002548,0,0.1762316863337543,0.024879374877660506,0.06604570517222473
TX-002687,0,0.27609604378476665,0.2516074532543586,0.12267530095883339
TX-000513,0,0.17456092633663123,0.16183075668629238,0.16945518663209666
TX-003513,0,0.08081776575482486,0.15043052248468802,0.20005294815307453
TX-000699,0,0.15564410928732864,0.12248717595455301,0.2393159347888385
TX-003693,0,0.37113014450223186,0.2389504951114046,0.1020071049061548
TX-003094,0,0.35438505856670083,0.23871209228683565,0.0667220696320093
TX-001460,0,0.06957615198927718,0.2785162966557398,0.16008312166603264
TX-000389,0,0.30848876705932954,0.25578407414507814,0.24989912594026167
TX-001867,0,0.19917737655671552,0.2094438803840484,0.05102044912860528
TX-001446,0,0.2546510644491126,0.07079856676641791,0.03996799537805366
TX-000895,0,0.21467010567944472,0.020488200640028653,0.23815751978284283
TX-003309,0,0.30930638205578936,0.14561541309524711,0.0600634771603638
TX-002107,0,0.16464133881219073,0.1834318489481075,0.1248444713718321
TX-000294,0,0.29721616352486113,0.10831171159794431,0.14426194435887596
TX-004396,0,0.2571218107791835,0.22928190049032382,0.2165992294921242
TX-004921,0,0.3579416038701348,0.1328724211895388,0.17493119589245554
TX-002051,0,0.21426049186178753,0.21879709957610435,0.12781846719873755
TX-004629,0,0.21551073912608837,0.22769652389318837,0.1797199702316856
TX-002022,0,0.08842428110741543,0.08612619929157848,0.17993971220775468
TX-004774,0,0.06866294378935858,0.21033358940001873,0.16539045311556388
TX-003246,0,0.20664020798152977,0.28278867701884886,0.2234522202103805
TX-000937,0,0.23743224013967906,0.11838499355738766,0.04819088771793867
TX-002948,0,0.09922102101746019,0.1280352021082998,0.08447390099412955
TX-004422,0,0.3587817921063316,0.03806132398952895,0.08283376931945316
TX-002494,0,0.10096971772700872,0.2776705082675529,0.24170052079366144
TX-004385,0,0.2674189426931629,0.24947570644668465,0.08367795368357972
TX-001749,0,0.28291590181801135,0.15796352125769136,0.05139227577397696
TX-003352,0,0.18164619399420767,0.11229373281472797,0.10833278831549238
TX-001931,0,0.0802098039900321,0.12297041891425527,0.12507551615902415
TX-004347,0,0.19499601875398936,0.04931869118737714,0.22357711021646873
TX-003258,0,0.07381341390024801,0.03506172152282334,0.18559323841240946
TX-000630,0,0.05663305139357105,0.27016952763270374,0.14132390133408856
TX-001717,0,0.2783952650713858,0.2586916278521645,0.13130475882958378
TX-001131,0,0.22272291542916278,0.2897291154078802,0.022340398252846408
TX-002901,0,0.07245882077342401,0.20350260026395717,0.04045195450242275
TX-004043,0,0.2603179472303876,0.19382004910459463,0.027697027674463255
TX-003205,0,0.11680695076077918,0.14495408514641947,0.24346384574190477
TX-000075,0,0.26019353136098616,0.1308693959007481,0.2248850653447068
TX-001519,0,0.3289019918457073,0.09605721297263688,0.1323258544547608
TX-004190,0,0.2957503958479783,0.2483699439078525,0.037201655124195765
TX-004953,0,0.21706627980821924,0.0245532863083936,0.2491659243267219
TX-003980,0,0.05860056597884544,0.14536179687074197,0.07040447953520866
TX-001353,0,0.2788453593415875,0.09179759059918041,0.1715345018447502
TX-004311,0,0.3878354387346836,0.1858572936198586,0.0479377792231842
TX-002679,0,0.09059536652838307,0.12441569069032894,0.21310622974722443
TX-001971,0,0.0873689918047901,0.23240152262309002,0.1132160245922909
TX-000845,0,0.3039865429031444,0.08103271983374022,0.2203274450494865
TX-000907,0,0.30764975172007114,0.10476866433690381,0.13544540924022574
TX-003068,0,0.3210216703834785,0.1169268420837807,0.06679515076081073
TX-004935,0,0.3891190213918144,0.19388755594931753,0.050445190314576824
TX-000940,0,0.08318181938730071,0.18622339181600325,0.03455446506481455
TX-004970,0,0.17028518172678717,0.27367835717236344,0.06291466378812725
TX-004424,0,0.15911199778056567,0.02803940324190693,0.18673766051565388
TX-003385,0,0.13090440630330824,0.13187208217781304,0.02949646034480325
TX-001108,0,0.2858524828777573,0.020041114204673464,0.057090830215650465
TX-004924,0,0.16826258150619938,0.18927052549995518,0.04679469202358967
TX-001268,0,0.09843484127640945,0.10815502536833281,0.08236878491850058
TX-004168,0,0.2819581545493038,0.031242239245297045,0.14578576533061402
TX-000131,0,0.11019167641672026,0.19408381936473623,0.03738204383100803
TX-001409,0,0.3557022059780408,0.2602179546659453,0.10281414917154041
TX-002465,0,0.32598032387402076,0.25853887274102366,0.20452290057728917
TX-003362,0,0.3034789539248083,0.2459826670154248,0.018756372893083843
TX-004324,0,0.1692475960280605,0.1427381068280547,0.09235574070133686
TX-004973,0,0.2918099289304835,0.02458399206988537,0.028722930404581272
TX-000575,0,0.2727483362155631,0.19056721511985983,0.1818854384730843
TX-003827,0,0.15321537790657336,0.27764940829168855,0.24312466184007686
TX-001201,0,0.07801366691662442,0.10815598794257501,0.023837229314832484
TX-003378,0,0.32533093144894915,0.024179565415627175,0.14307200557798347
TX-004475,0,0.0582905632531706,0.13051000342416968,0.0488029806198971
TX-001094,0,0.12457508791574995,0.2982496550684459,0.23200325473158145
TX-001974,0,0.15541394412149429,0.18709975214079702,0.011508601216029302
TX-000024,0,0.09371654371478244,0.22558720934393015,0.10052249245812854
TX-004755,0,0.10699160345552274,0.19346381188290537,0.18357709988117216
TX-000777,0,0.0664974619247087,0.1288934475811861,0.169184324362701
TX-003947,0,0.3878521102370969,0.11048230975971833,0.1144014649743279
TX-002076,0,0.2724783875178267,0.20482586054141713,0.13355742661493153
TX-004954,0,0.3152681553845785,0.17970111248127063,0.04547593969368172
TX-003416,0,0.17646496041153908,0.240290510575535,0.04821358602852244
TX-004448,0,0.3080603261756233,0.1875284959094575,0.19740040957913063
TX-003384,0,0.2538901840746914,0.09267362210062759,0.11749958157634495
TX-000949,0,0.3197659173917657,0.04115220295269653,0.1068574677748542
TX-004656,0,0.31571202107469776,0.1159087382915797,0.037407493728618346
TX-002685,0,0.2798923457696658,0.17738500372871147,0.1902520338316139
TX-000374,0,0.2953520133482548,0.05218429986615139,0.13653998149712573
TX-004476,0,0.20156009285793713,0.22465305191483825,0.15971075372195906
TX-000135,0,0.24238382614331067,0.22471784174128195,0.0828697113539085
TX-001148,0,0.11821458937478654,0.0716316539992471,0.053962968810810454
TX-003228,0,0.1681299137035176,0.2685722407609577,0.1653685226133375
TX-000136,0,0.25423714139229736,0.2444421930877225,0.14001573688191982
TX-003593,0,0.15443200880290187,0.20478750189596814,0.020428372711778556
TX-002462,0,0.21371271629604843,0.07386153580095538,0.02235754355686155
TX-001835,0,0.2869486499662242,0.12406166961280655,0.24301633145772358
TX-004169,0,0.3922357064783767,0.11685916566951358,0.08733807411957886
TX-001828,0,0.24622981885764378,0.1493218610159722,0.23651166885556335
TX-000224,0,0.2677012930312205,0.22354676506730958,0.14710501894767672
TX-002173,0,0.07578949205250966,0.09212933476626733,0.05437130421614937
TX-001820,0,0.20389577956971028,0.26944132092538575,0.11459911251780742
TX-001515,0,0.28897612887939456,0.11661731687017422,0.1892736114307219
TX-001868,0,0.12251630247115419,0.29400602857810737,0.23774925500637673
TX-001641,0,0.11367578846333654,0.05238829866285538,0.2420109215630045
TX-000138,0,0.38843631712439225,0.19578856843590062,0.07471497851435793
TX-000163,0,0.06206107660452567,0.247879286882138,0.05808384397196005
TX-002118,0,0.37230722144900485,0.18513348072724684,0.1536498327986855
TX-002218,0,0.3756560962940469,0.19030809495195705,0.030215266302278075
TX-004143,0,0.2988127703414903,0.20063223870506297,0.17468255131785404
TX-001310,0,0.07454854005729841,0.23253702800406256,0.15166806778669922
TX-002483,0,0.22655882871116162,0.15895958053162249,0.08299123334996732
TX-000918,0,0.09362974384296636,0.2470190017385413,0.0608114397852509
TX-004852,0,0.062051573076877614,0.18335869425116239,0.24925169304193862
TX-001255,0,0.3118601139859616,0.22424138362926127,0.1066978248672139
TX-001299,0,0.321133026895126,0.12121701717905453,0.16250192040534567
TX-002909,0,0.09462022241604355,0.03458090025169266,0.18620113678441305
TX-002314,0,0.2598593131381324,0.14752687384584506,0.22993430386298855
TX-003166,0,0.38019593350591185,0.04593551173761738,0.1812534253183038
TX-003668,0,0.11494641031210373,0.16979534478058975,0.22229933803852758
TX-003788,0,0.2849753350100102,0.03338580859460476,0.08553068999818877
TX-003806,0,0.3960274926350473,0.11590793435963018,0.026732582078073976
TX-002023,0,0.1908659186057174,0.22982893467028845,0.11899928825076253
TX-001287,0,0.06949299044378641,0.2971331270548378,0.20621145219809328
TX-003870,0,0.17055445064887997,0.09316231967000095,0.14199695101364518
TX-002567,0,0.3783407720874251,0.05737963530929509,0.15682663069033123
TX-001733,0,0.19186287587957512,0.20745728194097351,0.13563615098636897
TX-001009,0,0.25261966870859026,0.08941409340141904,0.016672936977947056
TX-002027,0,0.07159670760528096,0.027334739700790523,0.09317190959722833
TX-003406,0,0.31613707014042153,0.28969630414041103,0.16319345160757104
TX-001218,0,0.3161742477020388,0.2703347719527832,0.09184699650706377
TX-004192,0,0.25490149891356306,0.07613723546948714,0.24662673825647904
TX-001296,0,0.08636418802991515,0.16616743671487888,0.041655600112939395
TX-002293,0,0.254288656743479,0.2510285392347496,0.18559122859374425
TX-003518,0,0.051022954593749933,0.273516088902628,0.22154861916904972
TX-002939,0,0.3907398602480546,0.18850056736624207,0.1664155083713674
TX-001612,0,0.2708340954963626,0.1082796146378373,0.07779609369425261
TX-003905,0,0.09094298960749948,0.22169178785028265,0.02478866164123513
TX-000610,0,0.05542447029554963,0.08808828899895955,0.198414957541524
TX-002855,0,0.13272299940762142,0.12497434187421622,0.04746261685197568
TX-004980,0,0.3279509747561845,0.2030144251783586,0.1726844942925516
TX-001781,0,0.1688386856445914,0.0744397936249192,0.12826732732948254
TX-002320,0,0.34158012766489454,0.21251087062729765,0.21873942977492322
TX-004160,0,0.11477020123227565,0.20207402553838633,0.11764037268182545
TX-003660,0,0.35559820700696526,0.2280368675592333,0.09833157727289991
TX-004860,0,0.23491085592109529,0.21957190764797954,0.11341042742203744
TX-000215,0,0.333280823928721,0.16849323494152577,0.06449736520720964
TX-000532,0,0.12768004131394972,0.16428681198158157,0.24952946787864355
TX-004611,0,0.31219758601953734,0.27329514777395086,0.1662104000610784
TX-001087,0,0.38154800966707403,0.22055559649247725,0.018979763934465224
TX-004355,0,0.18275644486325826,0.2562161676168292,0.09062824113306064
TX-004997,0,0.37058583930604666,0.04327693765591231,0.09153708476652674
TX-000398,0,0.08547105589637241,0.06132719212381875,0.0812000010504398
TX-002435,0,0.20361205910794083,0.26958097478770354,0.14362128682823008
TX-004283,0,0.13819714452024318,0.1079325947127666,0.10584602993126904
TX-004421,0,0.13957396078684087,0.13237456146829196,0.2298563418144219
TX-003755,0,0.18172663885753904,0.2431818243905383,0.07749115494990974
TX-002311,0,0.23521395074460028,0.1743039022721336,0.20389834492980227
TX-000768,0,0.16053456876919997,0.2472590449457356,0.19216311719668144
TX-004055,0,0.17650972629875722,0.14918570929786348,0.2232632316090851
TX-002772,0,0.20702646839205202,0.13228170716995322,0.10446146037961186
TX-003658,0,0.13346241199584452,0.2543011866160156,0.040443133143231585
TX-002266,0,0.3313934310270874,0.23839772676958318,0.2168214127767548
TX-003964,0,0.32375390192619036,0.12161827075216343,0.10232327456796848
TX-000923,0,0.17467999318804406,0.2766654598639302,0.09700534012659782
TX-001617,0,0.2526250950576967,0.17169466507892173,0.033572012401240234
TX-002633,0,0.09763478205811824,0.1835856080478479,0.20810506825845146
TX-002890,0,0.33924603225808214,0.15368998251898378,0.1979142398043183
TX-002749,0,0.3151424777843927,0.27976701815848126,0.015835585198706443
TX-003848,0,0.377836489657743,0.18099693793344063,0.18670551330727173
TX-000695,0,0.32492331833312615,0.14020819627378694,0.059048304379053035
TX-001743,0,0.243967616038117,0.22679827304061514,0.20948794451933225
TX-003981,0,0.18074357337605185,0.04839311375095793,0.01623373884619464
TX-000497,0,0.17056342453326453,0.18313445669322617,0.08291458223478049
TX-002886,0,0.06834223103083117,0.254828606294722,0.03553842096752449
TX-001890,0,0.27659358036094267,0.29904788255093456,0.17317424081880736
TX-000150,0,0.35623322318486816,0.07370093952799757,0.17603216924999798
TX-003529,0,0.2826159161854251,0.04670293456036283,0.19051822825654308
TX-001924,0,0.17713443436056991,0.060752851984410494,0.13945355530925788
TX-004140,0,0.38479681904570745,0.07632293885537261,0.1252638697387443
TX-001771,0,0.2402181409006271,0.2960350890660283,0.2434274384225079
TX-001179,0,0.21966959739865594,0.09687980378359365,0.14097538888273808
TX-001879,0,0.09869443977929665,0.2073833929415722,0.21327643479381247
TX-000411,0,0.09978221405353357,0.24642461715189332,0.09121132814539211
TX-001021,0,0.18264284601535202,0.07871015407112571,0.14210216724854455
TX-002508,0,0.26254665980687875,0.1099302451282052,0.03751930767155804
TX-002250,0,0.11518643446064704,0.026651377108848,0.13303422894169656
TX-003210,0,0.37779740525386424,0.02416304791446563,0.24302521619139655
TX-000456,0,0.1316341412185788,0.2569031455594965,0.08529152120106578
TX-003195,0,0.3853389085378317,0.2952390887189291,0.01098239726706403
TX-000856,0,0.18944781975394526,0.19128600639197105,0.21932537500091503
TX-001822,0,0.13517018518071194,0.21105110655680584,0.12110737373711672
TX-004723,0,0.1166651787418589,0.10872467298450826,0.026034084650721906
TX-001584,0,0.3781182153139058,0.26732116053125965,0.1668949527858034
TX-003990,0,0.248525161495797,0.22078884294422757,0.1981702509920547
TX-004374,0,0.059859085168234905,0.2608548202405372,0.13435771492144805
TX-004449,0,0.24525666149764735,0.12073154938253947,0.040396994057427846
TX-001316,0,0.35692793214754126,0.08137132834230423,0.2367368970870301
TX-004854,0,0.10041054733900819,0.04118184885494949,0.0752285845929263
TX-003189,0,0.17706278663611164,0.19554789780834814,0.17613302878540302
TX-004212,0,0.30690159469897116,0.06285281960122874,0.19011360201161578
TX-004011,0,0.12608929422309945,0.2585957948914087,0.12095008444086484
TX-003498,0,0.3851212969231211,0.046449157513006004,0.2113840320011854
TX-004028,0,0.29864178665643504,0.08622778943390362,0.13188425093284695
TX-004436,0,0.14576869030973028,0.12186456731336455,0.06336102354540474
TX-001413,0,0.11851697548195447,0.19051357735365101,0.17874214742214029
TX-000049,0,0.38882170037844443,0.05347640391264577,0.13285408425127948
TX-000257,0,0.2513419718252176,0.2795840468569042,0.18643809986714974
TX-001173,0,0.27878561495652737,0.05085391813186628,0.12851986793035333
TX-001432,0,0.337014017095875,0.10095315221589406,0.2214889908220685
TX-004309,0,0.15396457368814584,0.20190181240372587,0.24875939509165743
TX-003808,0,0.17994042064503601,0.15963626040552883,0.16569233456325444
TX-003086,0,0.17635337872666274,0.1716382081857172,0.20071956453796994
TX-000725,0,0.18448935806528804,0.03288060341985915,0.021780068224078315
TX-004525,0,0.36120203636215675,0.14113383415796288,0.048634457625260405
TX-002724,0,0.3868479591014887,0.08640395766574345,0.03218996025363305
TX-003221,0,0.13068235311057536,0.08703957081080184,0.1494999422285087
TX-001412,0,0.2932435047056265,0.1743856380772321,0.07119202492474834
TX-002178,0,0.34759944249416547,0.23641084731928488,0.10415422310478643
TX-003121,0,0.058388086599608494,0.021392487106129527,0.11807635401736753
TX-002157,0,0.1929633623101914,0.1249858080545858,0.13342942526028895
TX-001852,0,0.3092929543044355,0.22115912080400282,0.22353549088030097
TX-003697,0,0.07529524535104261,0.08055712066275668,0.09227973390307198
TX-003831,0,0.27211588248460666,0.25302677440958254,0.062076356582314175
TX-003865,0,0.13039238365582084,0.05337667608949488,0.04157643701254523
TX-002197,0,0.08094494416533866,0.2210465259144227,0.0717017095184601
TX-001467,0,0.07065165397655856,0.19306067486188683,0.16832733377526388
TX-003541,0,0.24596718821227126,0.18007880193805148,0.22022186708329122
TX-000250,0,0.21169446746516357,0.11707762915299202,0.05314130012015576
TX-003013,0,0.1619414475547673,0.13582685194756067,0.23798534334163823
TX-001452,0,0.3180208548318179,0.22649241803539102,0.029231472651905913
TX-003335,0,0.18453876927196544,0.25082089531346663,0.09833400684993492
TX-002225,0,0.29770264444872846,0.030891091000361207,0.11962480213119071
TX-001022,0,0.2545171113591364,0.1636815489287452,0.024213968484464318
TX-004727,0,0.3331553885567855,0.1814218871172124,0.22699187834592258
TX-004867,0,0.17721280013722734,0.15124659829679848,0.08293287211528921
TX-002851,0,0.278010515001832,0.04669570636168238,0.16134070944217946
TX-000269,0,0.17736165076352056,0.26983224377461346,0.049578175194636184
TX-001786,0,0.25175342522130945,0.19587138294122203,0.22401011106281563
TX-004323,0,0.16640829399748625,0.020926630167727472,0.2142579796828038
TX-002276,0,0.2224438373622757,0.23929602034372477,0.04470107812607681
TX-002580,0,0.21940197320447996,0.020819976783580992,0.1431295553951303
TX-002153,0,0.05889293533931425,0.04470879065002632,0.048220713185643235
TX-001217,0,0.17613868987746462,0.17576785471074907,0.22877471062695515
TX-001959,0,0.3271907166184534,0.11581164155660022,0.12694343534089284
TX-003395,0,0.27138694290963256,0.07903796500323183,0.03656608910903036
TX-001324,0,0.26739536342941056,0.23056628008357669,0.11325354471440684
TX-003505,0,0.05546893837353195,0.12736027334724817,0.08626471820254017
TX-000577,0,0.16435861962250703,0.25175361524623885,0.08515851440843157
TX-002464,0,0.29456860701664783,0.25459952568471944,0.108186169988521
TX-000807,0,0.18731076645996392,0.12050894436845432,0.15207717315785194
TX-001388,0,0.18358290288486778,0.25230362711036386,0.17736526093346577
TX-002000,0,0.2023541660525472,0.07729467112992047,0.05282056961459765
TX-001623,0,0.07026508222955076,0.2809931172172018,0.07849887664312206
TX-000364,0,0.14953241527821787,0.16175628964235392,0.06560998122170328
TX-003371,0,0.11774172530752684,0.03823438346470939,0.2454869875163855
TX-000844,0,0.14232107783833212,0.16072453870801412,0.21605137830099239
TX-002312,0,0.14388930210758621,0.1597420577039901,0.18722599042496896
TX-000626,0,0.2478848163535422,0.06579996531919778,0.06127552872130614
TX-000946,0,0.16176986344030236,0.2708274484828958,0.12462409763377445
TX-001211,0,0.3766365525907743,0.17966106742476637,0.10550246585398622
TX-001089,0,0.17177305386811403,0.16695266651528767,0.11904908127161776
TX-004975,0,0.13423297775735987,0.2822843949302843,0.2459061455247613
TX-001138,0,0.3496235110444907,0.07059513009607073,0.18243350264510239
TX-003237,0,0.3511288490067869,0.11632092633946806,0.09854278398306988
TX-002428,0,0.27962889791372525,0.2789673164023218,0.02941571536644673
TX-002196,0,0.13735399146442778,0.043151431207768806,0.08262551467342201
TX-002229,0,0.12482147026031756,0.2598447287848214,0.031844510062848934
TX-002541,0,0.19452724084401518,0.09393417478071274,0.1973561691152178
TX-003516,0,0.3193475740099798,0.13051732504302338,0.03953966113508584
TX-001933,0,0.3420891680306818,0.17759092182673228,0.04478500498908145
TX-004811,0,0.33045316825843274,0.07584949362307923,0.08739404392047065
TX-004213,0,0.12997468111047455,0.12116207497642403,0.17443661352557388
TX-000822,0,0.13224965904061353,0.18494308969303686,0.04727488180106439
TX-001718,0,0.07597645564161372,0.2720982515681828,0.10806339135315844
TX-002745,0,0.062027284168266354,0.09317475276121949,0.05951646500387067
TX-001987,0,0.10016804730474395,0.15035528593346545,0.19137065936995937
TX-001841,0,0.3673069870936115,0.08031777955419413,0.09404007566856187
TX-000204,0,0.1885592056307332,0.15782113890890354,0.11125267391608937
TX-002570,0,0.2675771997890021,0.12402332650896618,0.18514286981941924
TX-003764,0,0.14437883301740734,0.28023933365265336,0.11534308484497374
TX-003910,0,0.29333789805235577,0.18917898438429862,0.10925050649455448
TX-004321,0,0.2478033681189778,0.1657025415502322,0.03683799671904773
TX-003685,0,0.0553253168902239,0.1445066211607361,0.08733425604339211
TX-001123,0,0.16260742972528017,0.04199808390669345,0.20697225945181455
TX-002090,0,0.12617854352585364,0.16531981927564993,0.150208777185449
TX-000551,0,0.3764780762746705,0.07177785075769075,0.07475142767798315
TX-004719,0,0.060904644829258336,0.11135488709736038,0.2209742180768517
TX-004666,0,0.294984171149285,0.11190728227644742,0.2202747813114682
TX-002279,0,0.10349202772548366,0.2949658361575974,0.12042177335081367
TX-002214,0,0.10256571847458398,0.12913730337058732,0.14888319778572864
TX-002128,0,0.08190742429891705,0.2883593593344874,0.06787968673995025
TX-001802,0,0.36061073503649377,0.08884953495322255,0.19066680707449862
TX-002273,0,0.3893859291931948,0.2361031134687478,0.04787387193976076
TX-003315,0,0.26585612882671084,0.02609859972554551,0.18620889376488264
TX-000954,0,0.39227469096689516,0.038553067598421684,0.030715907600041552
TX-000962,0,0.3815622803128621,0.2848511954616314,0.193343433340061
TX-000388,0,0.38446619289422657,0.14332070953989803,0.059031455716520416
TX-000737,0,0.21904901024899792,0.13010864878407707,0.23225340349045615
TX-000650,0,0.0695307150615285,0.16414978305264682,0.1179398917933338
TX-001714,0,0.32047448236957143,0.0832138659041386,0.15786019601080753
TX-003396,0,0.3341078434851944,0.2329028984297428,0.20423583179876287
TX-002497,0,0.12108447804891606,0.10559130475586627,0.020616511382619933
TX-001209,0,0.3125561681903673,0.2682621427086156,0.19300203401589383
TX-002353,0,0.2993430311499153,0.18024529656829788,0.07345164159086733
