transaction_id,transaction_date,transaction_amount,sector,report_type,province,year,month,day,day_of_week,amount_zscore,month_day,is_suspicious,ml_pattern,pattern_id,risk_score
TX-002687,2022-01-07,6089.819197107616,Securities,LCTR,Ontario,2022,1,7,4,-0.0288014982429483,107,0,Legitimate,LEGIT,0.0
TX-000513,2022-01-07,634.704375955244,Real Estate,LCTR,British Columbia,2022,1,7,4,-0.5025690981399404,107,0,Legitimate,LEGIT,0.0
TX-003513,2022-01-07,3982.3817989923673,Banking,LCTR,Quebec,2022,1,7,4,-0.2118289121053952,107,0,Legitimate,LEGIT,0.0
TX-000699,2022-01-07,8095.871162809909,Trust and Loan,ETR,Ontario,2022,1,7,4,0.1454207603563032,107,0,Legitimate,LEGIT,0.0
TX-003693,2022-01-07,2379.1124968530685,Securities,LCTR,Ontario,2022,1,7,4,-0.3510701699278297,107,0,Legitimate,LEGIT,0.0
TX-003094,2022-01-07,105.30504149508512,Trust and Loan,LCTR,Quebec,2022,1,7,4,-0.5485465450493479,107,0,Legitimate,LEGIT,0.0
TX-001460,2022-01-08,19871.63353505986,Securities,LCTR,British Columbia,2022,1,8,5,1.1681260303582337,108,0,Legitimate,LEGIT,0.0
TX-000389,2022-01-08,1310.870707709371,Banking,STR,Saskatchewan,2022,1,8,5,-0.4438451829467796,108,0,Legitimate,LEGIT,0.0
TX-001867,2022-01-08,2487.3457033096447,Banking,STR,Manitoba,2022,1,8,5,-0.3416702969401415,108,0,Legitimate,LEGIT,0.0
TX-001446,2022-01-08,1725.14564565305,Banking,ETR,Ontario,2022,1,8,5,-0.4078660973579651,108,0,Legitimate,LEGIT,0.0
TX-000895,2022-01-08,1635.4853388148904,Banking,LCTR,British Columbia,2022,1,8,5,-0.4156529450723399,108,0,Legitimate,LEGIT,0.0
TX-003309,2022-01-08,1458.9868628376369,Casino,STR,Saskatchewan,2022,1,8,5,-0.4309815425612478,108,0,Legitimate,LEGIT,0.0
TX-002107,2022-01-08,141.44375167047585,Banking,ETR,British Columbia,2022,1,8,5,-0.5454079585036019,108,0,Legitimate,LEGIT,0.0
TX-000294,2022-01-08,2310.7297952324934,Money Services,LCTR,Newfoundland and Labrador,2022,1,8,5,-0.3570090932105496,108,0,Legitimate,LEGIT,0.0
TX-004396,2022-01-09,1888.8271719384584,Real Estate,STR,New Brunswick,2022,1,9,6,-0.3936506305166397,109,0,Legitimate,LEGIT,0.0
TX-004921,2022-01-09,5195.687580634502,Money Services,LCTR,Prince Edward Island,2022,1,9,6,-0.1064553339213326,109,0,Legitimate,LEGIT,0.0
TX-002051,2022-01-09,3412.28663255958,Casino,STR,Ontario,2022,1,9,6,-0.2613407239679881,109,0,Legitimate,LEGIT,0.0
TX-004629,2022-01-09,2254.4514368035684,Banking,LCTR,Quebec,2022,1,9,6,-0.3618967745285721,109,0,Legitimate,LEGIT,0.0
TX-002022,2022-01-09,6535.047954295419,Money Services,STR,Quebec,2022,1,9,6,0.0098658747846695,109,0,Legitimate,LEGIT,0.0
TX-004774,2022-01-09,5733.271597898055,Casino,CDR,Ontario,2022,1,9,6,-0.0597670609972928,109,0,Legitimate,LEGIT,0.0
TX-003246,2022-01-09,25950.770585824703,Banking,STR,British Columbia,2022,1,9,6,1.6960889173754,109,0,Legitimate,LEGIT,0.0
TX-000937,2022-01-09,3860.581489895592,Trust and Loan,STR,Alberta,2022,1,9,6,-0.2224070652697866,109,0,Legitimate,LEGIT,0.0
TX-002948,2022-01-09,5022.27652844325,Real Estate,STR,Alberta,2022,1,9,6,-0.1215157938173731,109,0,Legitimate,LEGIT,0.0
TX-004422,2022-01-09,2084.480219072513,Banking,LCTR,Prince Edward Island,2022,1,9,6,-0.3766584905540104,109,0,Legitimate,LEGIT,0.0
TX-002494,2022-01-09,7371.730161128522,Banking,ETR,British Columbia,2022,1,9,6,0.0825303253056398,109,0,Legitimate,LEGIT,0.0
TX-004385,2022-01-10,7804.514882805784,Banking,LCTR,Ontario,2022,1,10,0,0.1201169546587155,110,0,Legitimate,LEGIT,0.0
TX-001749,2022-01-10,80.00996629308199,Banking,LCTR,British Columbia,2022,1,10,0,-0.5507433800309323,110,0,Legitimate,LEGIT,0.0
TX-003352,2022-01-10,6340.789857945042,Banking,ETR,Ontario,2022,1,10,0,-0.0070051160351047,110,0,Legitimate,LEGIT,0.0
TX-001931,2022-01-10,43148.73561177538,Banking,LCTR,Nova Scotia,2022,1,10,0,3.189703420568545,110,0,Legitimate,LEGIT,0.0
TX-004347,2022-01-10,3867.805115684457,Banking,LCTR,Ontario,2022,1,10,0,-0.2217797054497376,110,0,Legitimate,LEGIT,0.0
TX-003258,2022-01-10,1501.720420077548,Money Services,LCTR,Newfoundland and Labrador,2022,1,10,0,-0.4272702045761866,110,0,Legitimate,LEGIT,0.0
TX-000630,2022-01-10,3008.3933074944325,Securities,CDR,Ontario,2022,1,10,0,-0.2964181838389625,110,0,Legitimate,LEGIT,0.0
TX-001717,2022-01-10,3565.984786543608,Banking,LCTR,Quebec,2022,1,10,0,-0.2479922963163352,110,0,Legitimate,LEGIT,0.0
TX-001131,2022-01-10,6400.0071822096015,Trust and Loan,STR,Alberta,2022,1,10,0,-0.0018621904489453,110,0,Legitimate,LEGIT,0.0
TX-002901,2022-01-10,20655.43928653412,Banking,STR,Ontario,2022,1,10,0,1.236198249153983,110,0,Legitimate,LEGIT,0.0
TX-004043,2022-01-10,11411.390079370907,Money Services,STR,Ontario,2022,1,10,0,0.4333680338804849,110,0,Legitimate,LEGIT,0.0
TX-003205,2022-01-10,2001.827470387232,Money Services,CDR,Alberta,2022,1,10,0,-0.3838367435612025,110,0,Legitimate,LEGIT,0.0
TX-000075,2022-01-10,22920.698066796984,Real Estate,STR,Alberta,2022,1,10,0,1.4329321861390183,110,0,Legitimate,LEGIT,0.0
TX-001519,2022-01-10,13468.85344788772,Securities,ETR,Quebec,2022,1,10,0,0.6120552868414184,110,0,Legitimate,LEGIT,0.0
TX-004190,2022-01-10,12578.826311269946,Securities,CDR,Alberta,2022,1,10,0,0.5347579183747506,110,0,Legitimate,LEGIT,0.0
TX-004953,2022-01-11,515.3605216995061,Banking,STR,Ontario,2022,1,11,1,-0.5129339123091963,111,0,Legitimate,LEGIT,0.0
TX-003980,2022-01-11,4507.166058109482,Banking,LCTR,British Columbia,2022,1,11,1,-0.1662522767719678,111,0,Legitimate,LEGIT,0.0
TX-001353,2022-01-11,2157.291752463495,Banking,LCTR,Alberta,2022,1,11,1,-0.3703349306381482,111,0,Legitimate,LEGIT,0.0
TX-004311,2022-01-11,13237.350391400125,Money Services,CDR,Newfoundland and Labrador,2022,1,11,1,0.5919496335166408,111,0,Legitimate,LEGIT,0.0
TX-002679,2022-01-11,1493.121705192564,Casino,LCTR,Nova Scotia,2022,1,11,1,-0.4280169885847396,111,0,Legitimate,LEGIT,0.0
TX-001971,2022-01-11,14205.90911851275,Securities,ETR,Ontario,2022,1,11,1,0.6760673392932718,111,0,Legitimate,LEGIT,0.0
TX-000845,2022-01-11,10322.390159039343,Real Estate,LCTR,Manitoba,2022,1,11,1,0.3387902118806701,111,0,Legitimate,LEGIT,0.0
TX-000907,2022-01-11,2030.136156713307,Securities,ETR,New Brunswick,2022,1,11,1,-0.3813781814930061,111,0,Legitimate,LEGIT,0.0
TX-003068,2022-01-11,17515.864864533778,Banking,ETR,Prince Edward Island,2022,1,11,1,0.9635314607590734,111,0,Legitimate,LEGIT,0.0
TX-004935,2022-01-12,2399.0173649475555,Banking,STR,Alberta,2022,1,12,2,-0.349341465419755,112,0,Legitimate,LEGIT,0.0
TX-000940,2022-01-12,42323.22523180817,Casino,ETR,Ontario,2022,1,12,2,3.1180092245287807,112,0,Legitimate,LEGIT,0.0
TX-004970,2022-01-12,8155.945104349503,Money Services,STR,Newfoundland and Labrador,2022,1,12,2,0.1506380817203204,112,0,Legitimate,LEGIT,0.0
TX-004424,2022-01-12,606.0110522466312,Banking,STR,Ontario,2022,1,12,2,-0.5050610653216001,112,0,Legitimate,LEGIT,0.0
TX-003385,2022-01-12,15929.21778528118,Banking,STR,Alberta,2022,1,12,2,0.8257338151978234,112,0,Legitimate,LEGIT,0.0
TX-001108,2022-01-12,2291.9102022983952,Money Services,LCTR,British Columbia,2022,1,12,2,-0.3586435433857968,112,0,Legitimate,LEGIT,0.0
TX-004924,2022-01-12,200.2631210520267,Money Services,ETR,Quebec,2022,1,12,2,-0.5402995946335514,112,0,Legitimate,LEGIT,0.0
TX-001268,2022-01-12,332.9839048153005,Banking,STR,Saskatchewan,2022,1,12,2,-0.528773016506147,112,0,Legitimate,LEGIT,0.0
TX-004168,2022-01-12,6063.453478321548,Banking,ETR,New Brunswick,2022,1,12,2,-0.0310913168294242,112,0,Legitimate,LEGIT,0.0
TX-000131,2022-01-12,968.439093717195,Securities,LCTR,Ontario,2022,1,12,2,-0.4735847959904617,112,0,Legitimate,LEGIT,0.0
TX-001409,2022-01-12,1231.5306820590476,Real Estate,LCTR,Ontario,2022,1,12,2,-0.4507357314980894,112,0,Legitimate,LEGIT,0.0
TX-002465,2022-01-12,2707.2608495774066,Securities,LCTR,Quebec,2022,1,12,2,-0.3225710342400644,112,0,Legitimate,LEGIT,0.0
TX-003362,2022-01-12,4661.298751811598,Securities,STR,Newfoundland and Labrador,2022,1,12,2,-0.1528661100724585,112,0,Legitimate,LEGIT,0.0
TX-004324,2022-01-12,1346.122671754606,Banking,LCTR,Saskatchewan,2022,1,12,2,-0.4407836088195759,112,0,Legitimate,LEGIT,0.0
TX-004973,2022-01-13,6.617608697818689,Casino,CDR,Ontario,2022,1,13,3,-0.5571173835576525,113,0,Legitimate,LEGIT,0.0
TX-000575,2022-01-13,2100.1198226974016,Banking,STR,British Columbia,2022,1,13,3,-0.3753002171325285,113,0,Legitimate,LEGIT,0.0
TX-003827,2022-01-13,2504.9668845881733,Banking,ETR,Ontario,2022,1,13,3,-0.3401399268131357,113,0,Legitimate,LEGIT,0.0
TX-001201,2022-01-13,2692.6196435269744,Securities,STR,Ontario,2022,1,13,3,-0.323842598501776,113,0,Legitimate,LEGIT,0.0
TX-003378,2022-01-13,1689.2677496415677,Securities,STR,Ontario,2022,1,13,3,-0.4109820326297223,113,0,Legitimate,LEGIT,0.0
TX-004475,2022-01-13,704.7468646675447,Money Services,LCTR,Quebec,2022,1,13,3,-0.4964860251238845,113,0,Legitimate,LEGIT,0.0
TX-001094,2022-01-13,6205.167070155367,Banking,LCTR,Ontario,2022,1,13,3,-0.0187837283593235,113,0,Legitimate,LEGIT,0.0
TX-001974,2022-01-13,10868.455305135734,Securities,STR,British Columbia,2022,1,13,3,0.3862150566612675,113,0,Legitimate,LEGIT,0.0
TX-000024,2022-01-13,325.6057397473389,Banking,STR,Quebec,2022,1,13,3,-0.5294137978041572,113,0,Legitimate,LEGIT,0.0
TX-004755,2022-01-13,37877.35077078905,Trust and Loan,ETR,British Columbia,2022,1,13,3,2.7318924622063685,113,0,Legitimate,LEGIT,0.0
TX-000777,2022-01-13,4780.318034009765,Money Services,STR,Newfoundland and Labrador,2022,1,13,3,-0.1425294844436368,113,0,Legitimate,LEGIT,0.0
TX-003947,2022-01-13,1143.7712225835317,Securities,ETR,Ontario,2022,1,13,3,-0.4583574937977122,113,0,Legitimate,LEGIT,0.0
TX-002076,2022-01-14,585.7350540534134,Securities,ETR,Manitoba,2022,1,14,4,-0.506822001858127,114,0,Legitimate,LEGIT,0.0
TX-004954,2022-01-14,24288.877753104527,Money Services,CDR,British Columbia,2022,1,14,4,1.5517563039552615,114,0,Legitimate,LEGIT,0.0
TX-003416,2022-01-14,64358.243051579855,Trust and Loan,LCTR,Ontario,2022,1,14,4,5.0317136740999056,114,0,Legitimate,LEGIT,0.0
TX-004448,2022-01-14,7745.864261640539,Securities,ETR,Alberta,2022,1,14,4,0.1150232462890617,114,0,Legitimate,LEGIT,0.0
TX-003384,2022-01-14,12854.862929198043,Securities,STR,Quebec,2022,1,14,4,0.5587312370393523,114,0,Legitimate,LEGIT,0.0
TX-000949,2022-01-14,10345.013376790144,Banking,LCTR,Nova Scotia,2022,1,14,4,0.3407550005106333,114,0,Legitimate,LEGIT,0.0
TX-004656,2022-01-14,1846.926152039972,Securities,LCTR,Nova Scotia,2022,1,14,4,-0.3972896640258094,114,0,Legitimate,LEGIT,0.0
TX-002685,2022-01-14,7849.240919176977,Real Estate,ETR,Quebec,2022,1,14,4,0.1240013361244037,114,0,Legitimate,LEGIT,0.0
TX-000374,2022-01-14,809.7648412607695,Securities,CDR,British Columbia,2022,1,14,4,-0.4873653894731576,114,0,Legitimate,LEGIT,0.0
TX-004476,2022-01-14,720.8215217072533,Securities,LCTR,New Brunswick,2022,1,14,4,-0.4950899680408438,114,0,Legitimate,LEGIT,0.0
TX-000135,2022-01-14,4699.093520592101,Securities,LCTR,Ontario,2022,1,14,4,-0.1495836976062039,114,0,Legitimate,LEGIT,0.0
TX-001148,2022-01-14,1503.4571092767735,Banking,LCTR,British Columbia,2022,1,14,4,-0.4271193760234137,114,0,Legitimate,LEGIT,0.0
